,poste,Location,date publication,delai,genre,lien_publication,Entreprise
338,"Chargée de prospection client B to B, Secteur Recrutement et RH ", Casablanca (Maroc)                                ,2023-06-01,2023-01-08,CDI,https://www.rekrute.com/offre-emploi-chargee-de-prospection-client-b-to-b-secteur-recrutement-et-rh-recrutement-kartu-casablanca-151138.html, et rh 
339,DevOps Engineer (H/F) , Mohammedia (Maroc)                                ,2023-06-01,2023-06-17,CDI,https://www.rekrute.com/offre-emploi-devops-engineer-hf-recrutement-oceane-consulting-mohammedia-149425.html, oceane consulting mohammedia 
340,Ingénieur Test et Automatisation (QA) (H/F) , Mohammedia (Maroc)                                ,2023-06-01,2023-06-17,CDI,https://www.rekrute.com/offre-emploi-ingenieur-test-et-automatisation-qa-hf-recrutement-oceane-consulting-mohammedia-149424.html, oceane consulting mohammedia 
341,Cadre Juriste , Casablanca (Maroc)                                ,2023-06-01,2023-07-22,CDI,https://www.rekrute.com/offre-emploi-cadre-juriste-recrutement-confidentiel-casablanca-150788.html, confidentiel casablanca 
342,Content Evaluator , Sala Al Jadida (Maroc)                                ,2023-06-01,2023-01-08,CDI,https://www.rekrute.com/offre-emploi-content-evaluator-recrutement-hcltech-sala-al-jadida-151136.html, hcltech sala al jadida 
343,Chargé(e) de Clientèle , Casablanca (Maroc)                                ,2023-06-01,2023-01-08,Autre,https://www.rekrute.com/offre-emploi-chargee-de-clientele-recrutement-manpower-agences-casablanca-151168.html, manpower agences casablanca 
344,Testeur fonctionnel (Malvoyant) , Sala Al Jadida (Maroc)                                ,2023-06-01,2023-01-08,Autre,https://www.rekrute.com/offre-emploi-testeur-fonctionnel-malvoyant-recrutement-hcltech-sala-al-jadida-151135.html, hcltech sala al jadida 
345,Chargé d'études et statistiques , Salé (Maroc)                                ,2023-06-01,2023-01-08,CDI,https://www.rekrute.com/offre-emploi-charge-detudes-et-statistiques-recrutement-confidentiel-sale-151155.html, confidentiel sale 
346,Chef de projet MOA , Casablanca (Maroc)                                ,2023-06-01,2023-01-08,CDI,https://www.rekrute.com/offre-emploi-chef-de-projet-moa-recrutement-societe-generale-african-business-services---sg-abs-casablanca-151134.html, societe generale african business services   sg abs casablanca 
347,Directeur Commercial , Casablanca (Maroc)                                ,2023-06-01,2023-07-22,CDI,https://www.rekrute.com/offre-emploi-directeur-commercial-recrutement-confidentiel-casablanca-150790.html, confidentiel casablanca 
348,Ingénieur Systèmes et Réseaux , Casablanca (Maroc)                                ,2023-06-01,2023-07-22,CDI,https://www.rekrute.com/offre-emploi-ingenieur-systemes-et-reseaux-recrutement-confidentiel-casablanca-150796.html, confidentiel casablanca 
349,Java SpringBoot Developer , Rabat/Fes (Maroc)                                ,2023-05-31,2023-07-31,CDI,https://www.rekrute.com/offre-emploi-java-springboot-developer-recrutement-cnexia-rabatfes-151111.html, cnexia rabatfes 
350,Stagiaire Ingénieur Efficacité énergétique , Casablanca (Maroc)                                ,2023-05-31,2023-07-31,Stage,https://www.rekrute.com/offre-emploi-stagiaire-ingenieur-efficacite-energetique-recrutement-cac-centrale-automobile-cherifienne-casablanca-151106.html, cac centrale automobile cherifienne casablanca 
351,Team Leader Recrutement , casablanca (Maroc)                                ,2023-05-31,2023-07-31,CDI,https://www.rekrute.com/offre-emploi-team-leader-recrutement-recrutement-orh-assessment-casablanca-151130.html, 
352,Ingénieur Production - Responsable Section Four H/F , Settat (Maroc)                                ,2023-05-31,2023-07-31,CDI,https://www.rekrute.com/offre-emploi-ingenieur-production---responsable-section-four-hf-recrutement-manpower-agences-settat-151129.html, manpower agences settat 
353,Conseiller Commercial , Tout le Maroc (Maroc)                                ,2023-05-31,2023-07-31,CDI,https://www.rekrute.com/offre-emploi-conseiller-commercial-recrutement-groupe-addoha-tout-le-maroc-151128.html, groupe addoha tout le maroc 
354,Analyste programmeur Cobol , CASABLANCA (Maroc)                                ,2023-05-31,2023-07-24,CDI,https://www.rekrute.com/offre-emploi-analyste-programmeur-cobol-recrutement-inetum-casablanca-150887.html, inetum casablanca 
355,Agronome , Benguerir (Maroc)                                ,2023-05-31,2023-07-31,CDI,https://www.rekrute.com/offre-emploi-agronome-recrutement-universite-mohammed-vi-polytechnique-benguerir-151122.html, universite mohammed vi polytechnique benguerir 
356,Full Stack Web Developer , Benguerir (Maroc)                                ,2023-05-31,2023-07-31,CDD,https://www.rekrute.com/offre-emploi-full-stack-web-developer-recrutement-universite-mohammed-vi-polytechnique-benguerir-151123.html, universite mohammed vi polytechnique benguerir 
357,2D/3D graphic devloper , Benguerir (Maroc)                                ,2023-05-31,2023-07-31,CDD,https://www.rekrute.com/offre-emploi-2d3d-graphic-devloper-recrutement-universite-mohammed-vi-polytechnique-benguerir-151124.html, universite mohammed vi polytechnique benguerir 
358,Concepteur Pédagogique , Benguerir (Maroc)                                ,2023-05-31,2023-07-31,CDI,https://www.rekrute.com/offre-emploi-concepteur-pedagogique-recrutement-universite-mohammed-vi-polytechnique-benguerir-151125.html, universite mohammed vi polytechnique benguerir 
359,Agri-DataScientist , Bengurir (Maroc)                                ,2023-05-31,2023-07-31,CDI,https://www.rekrute.com/offre-emploi-agri-datascientist-recrutement-universite-mohammed-vi-polytechnique-bengurir-151121.html, universite mohammed vi polytechnique bengurir 
360,Développeur Full Stack (Java/Angular) , CASABLANCA (Maroc)                                ,2023-05-31,2023-07-31,CDI,https://www.rekrute.com/offre-emploi-developpeur-full-stack-javaangular-recrutement-inetum-casablanca-151120.html, inetum casablanca 
361,Asset Maintenance Planner , Tangier (Maroc)                                ,2023-05-31,2023-07-31,CDI,https://www.rekrute.com/offre-emploi-asset-maintenance-planner-recrutement-apm-terminals-tangier-151119.html, apm terminals tangier 
362,Tester PIV (H/F) , Casablanca (Maroc)                                ,2023-05-31,2023-07-31,CDI,https://www.rekrute.com/offre-emploi-tester-piv-hf-recrutement-atos-casablanca-151118.html, atos casablanca 
363,Solution Lead (H/F) , Casablanca (Maroc)                                ,2023-05-31,2023-07-31,CDI,https://www.rekrute.com/offre-emploi-solution-lead-hf-recrutement-atos-casablanca-151117.html, atos casablanca 
364,Project Manager: Responsable technique de développement ( H/F) , Casablanca (Maroc)                                ,2023-05-31,2023-07-31,CDI,https://www.rekrute.com/offre-emploi-project-manager-responsable-technique-de-developpement-hf-recrutement-atos-casablanca-151116.html, atos casablanca 
365,Audit Remediation , Rabat (Maroc)                                ,2023-05-31,2023-07-31,Freelance,https://www.rekrute.com/offre-emploi-audit-remediation-recrutement-excel-management-conseil-rabat-151115.html, excel management conseil rabat 
366,Stagiaires Salesforce , Casablanca/Tétouan (Maroc)                                ,2023-05-31,2023-07-31,CDI,https://www.rekrute.com/offre-emploi-stagiaires-salesforce-recrutement-akkodis-maroc-casablancatetouan-151114.html, akkodis maroc casablancatetouan 
367,Chargé de Communication et évènementiel Audi(H/F) , Casablanca (Maroc)                                ,2023-05-31,2023-07-15,CDI,https://www.rekrute.com/offre-emploi-charge-de-communication-et-evenementiel-audihf-recrutement-cac-centrale-automobile-cherifienne-casablanca-150596.html, cac centrale automobile cherifienne casablanca 
368,télévendeurs BTOB  expérimentés , casablanca (Maroc)                                ,2023-05-31,2023-07-31,CDI,https://www.rekrute.com/offre-emploi-televendeurs-btob-experimentes-recrutement-leboncall-casablanca-151110.html, leboncall casablanca 
369,Responsable Département Juridique , Casablanca (Maroc)                                ,2023-05-31,2023-07-31,CDI,https://www.rekrute.com/offre-emploi-responsable-departement-juridique-recrutement-finea-casablanca-151109.html, finea casablanca 
370,Python Developer (H/M) , Rabat/Fes (Maroc)                                ,2023-05-31,2023-07-31,CDI,https://www.rekrute.com/offre-emploi-python-developer-hm-recrutement-cnexia-rabatfes-151108.html, cnexia rabatfes 
371,HR Business Partner H/F , Casablanca (Maroc)                                ,2023-05-31,2023-07-31,Autre,https://www.rekrute.com/offre-emploi-hr-business-partner-hf-recrutement-manpower-agences-casablanca-151102.html, manpower agences casablanca 
372,Développeur Junior H/F , Casablanca (Maroc)                                ,2023-05-31,2023-07-31,CDI,https://www.rekrute.com/offre-emploi-developpeur-junior-hf-recrutement-linedata-maroc-casablanca-151107.html, linedata maroc casablanca 
373,Responsable bibliothèque , Rabat (Maroc)                                ,2023-05-31,2023-07-31,CDI,https://www.rekrute.com/offre-emploi-responsable-bibliotheque-recrutement-universite-mohammed-vi-polytechnique-rabat-151104.html, universite mohammed vi polytechnique rabat 
374,Tester PIV (H/F) , Casablanca (Maroc)                                ,2023-05-31,2023-07-31,CDI,https://www.rekrute.com/offre-emploi-tester-piv-hf-recrutement-atos-casablanca-151075.html, atos casablanca 
375,Stagiaire Commercial- Relation Client Automobile - (1 mois) , Casablanca (Maroc)                                ,2023-05-31,2023-07-31,Stage,https://www.rekrute.com/offre-emploi-stagiaire-commercial--relation-client-automobile---1-mois-recrutement-cac-centrale-automobile-cherifienne-casablanca-151103.html, cac centrale automobile cherifienne casablanca 
376,Responsable Développement RH (H/F) , Casablanca (Maroc)                                ,2023-05-31,2023-07-31,CDI,https://www.rekrute.com/offre-emploi-responsable-developpement-rh-hf-recrutement-arcol-casablanca-150803.html, arcol casablanca 
377,Conseiller Commercial Porsche (H/F) , Casablanca (Maroc)                                ,2023-05-31,2023-07-15,CDI,https://www.rekrute.com/offre-emploi-conseiller-commercial-porsche-hf-recrutement-cac-centrale-automobile-cherifienne-casablanca-150565.html, cac centrale automobile cherifienne casablanca 
378,Chargé de Recrutement et Sourcing (H/F) , Casablanca (Maroc)                                ,2023-05-31,2023-07-31,CDI,https://www.rekrute.com/offre-emploi-charge-de-recrutement-et-sourcing-hf-recrutement-confidentiel-casablanca-151099.html, et sourcing hf 
379,Chargé RH (H/F) , Casablanca (Maroc)                                ,2023-05-31,2023-07-31,CDI,https://www.rekrute.com/offre-emploi-charge-rh-hf-recrutement-confidentiel-casablanca-151098.html, confidentiel casablanca 
380,Comptable (H/F) , Casablanca (Maroc)                                ,2023-05-31,2023-07-22,CDI,https://www.rekrute.com/offre-emploi-comptable-hf-recrutement-cac-centrale-automobile-cherifienne-casablanca-150797.html, cac centrale automobile cherifienne casablanca 
381,Chef de Projet Retail (H/F) , Casablanca (Maroc)                                ,2023-05-31,2023-06-26,CDI,https://www.rekrute.com/offre-emploi-chef-de-projet-retail-hf-recrutement-societe-generale-maroc-casablanca-149835.html, societe generale maroc casablanca 
382,Application Manager (H/F) , Casablanca (Maroc)                                ,2023-05-31,2023-06-27,CDI,https://www.rekrute.com/offre-emploi-application-manager-hf-recrutement-societe-generale-maroc-casablanca-149849.html, societe generale maroc casablanca 
383,Chef de Projet Corporate (H/F) , Casablanca (Maroc)                                ,2023-05-31,2023-06-26,CDI,https://www.rekrute.com/offre-emploi-chef-de-projet-corporate-hf-recrutement-societe-generale-maroc-casablanca-149834.html, societe generale maroc casablanca 
384,Chef de Projet Risque (H/F) , Casablanca (Maroc)                                ,2023-05-31,2023-06-26,CDI,https://www.rekrute.com/offre-emploi-chef-de-projet-risque-hf-recrutement-societe-generale-maroc-casablanca-149833.html, societe generale maroc casablanca 
385,Développeur FULLSTACK (H/F) , Casablanca (Maroc)                                ,2023-05-31,2023-06-26,CDI,https://www.rekrute.com/offre-emploi-developpeur-fullstack-hf-recrutement-societe-generale-maroc-casablanca-149827.html, societe generale maroc casablanca 
386,Acheteur IT (H/F) , Casablanca (Maroc)                                ,2023-05-31,2023-04-07,CDD,https://www.rekrute.com/offre-emploi-acheteur-it-hf-recrutement-societe-generale-maroc-casablanca-150126.html, societe generale maroc casablanca 
387,Acheteur IT Senior (H/F) , Casablanca (Maroc)                                ,2023-05-31,2023-04-07,CDI,https://www.rekrute.com/offre-emploi-acheteur-it-senior-hf-recrutement-societe-generale-maroc-casablanca-150125.html, societe generale maroc casablanca 
388,Auditeur (H/F) , Casablanca (Maroc)                                ,2023-05-31,2023-08-07,CDI,https://www.rekrute.com/offre-emploi-auditeur-hf-recrutement-societe-generale-maroc-casablanca-150308.html, societe generale maroc casablanca 
389,Docteur Enseignant Permanent en Architecture , Casablanca et Rabat (Maroc)                                ,2023-05-31,2023-07-31,CDI,https://www.rekrute.com/offre-emploi-docteur-enseignant-permanent-en-architecture-recrutement-saccom-rh-casablanca-et-rabat-151087.html, saccom rh casablanca et rabat 
390,Chargé de Clientèle - Tanger et Régions , Tanger (Maroc)                                ,2023-05-31,2023-07-31,CDI,https://www.rekrute.com/offre-emploi-charge-de-clientele---tanger-et-regions-recrutement-bank-of-africa-tanger-151086.html, bank of africa tanger 
391,Chargé d'Appui Commercial - Tanger et Régions , Tanger (Maroc)                                ,2023-05-31,2023-07-31,CDI,https://www.rekrute.com/offre-emploi-charge-dappui-commercial---tanger-et-regions-recrutement-bank-of-africa-tanger-151085.html, bank of africa tanger 
