,poste,Location,date publication,delai,genre,lien_publication,Entreprise
"
                                    Guest Experience  Manager | Plusieurs villes (Maroc)                                ","
                                    Guest Experience  Manager | Plusieurs villes (Maroc)                                ",24/05/2023,24/07/2023,CDI,https://www.rekrute.com/offre-emploi-guest-experience-manager-recrutement-atlas-hospitality-morocco-ahm-plusieurs-villes-150812.html,
"
                                    Trésorier / CIB | Casablanca (Maroc)                                ","
                                    Trésorier / CIB | Casablanca (Maroc)                                ",24/05/2023,21/06/2023,CDI,https://www.rekrute.com/offre-emploi-tresorier-cib-recrutement-attijariwafa-bank-casablanca-149629.html,
"
                                    Infographiste Junior H/F | Mohammedia (Maroc)                                ","
                                    Infographiste Junior H/F | Mohammedia (Maroc)                                ",24/05/2023,24/07/2023,CDI,https://www.rekrute.com/offre-emploi-infographiste-junior-hf-recrutement-gerflor-mohammedia-150878.html,
"
                                    Développeur informatique - Dotnet et SQL | Casablanca (Maroc)                                ","
                                    Développeur informatique - Dotnet et SQL | Casablanca (Maroc)                                ",23/05/2023,23/07/2023,CDI,https://www.rekrute.com/offre-emploi-developpeur-informatique---dotnet-et-sql-recrutement-eca-assurances-casablanca-150877.html,
"
                                    Ingénieur en Développement Full Stack (H/F) | Casablanca (Maroc)                                ","
                                    Ingénieur en Développement Full Stack (H/F) | Casablanca (Maroc)                                ",23/05/2023,23/07/2023,CDI,https://www.rekrute.com/offre-emploi-ingenieur-en-developpement-full-stack-hf-recrutement-ofppt-casablanca-150870.html,
"
                                    Lead Buyer | FEZ (Maroc)                                ","
                                    Lead Buyer | FEZ (Maroc)                                ",23/05/2023,23/07/2023,CDI,https://www.rekrute.com/offre-emploi-lead-buyer-recrutement-alstom-maroc-fez-150863.html,
"
                                    Responsable Plateau | Rabat (Maroc)                                ","
                                    Responsable Plateau | Rabat (Maroc)                                ",23/05/2023,23/07/2023,CDI,https://www.rekrute.com/offre-emploi-responsable-plateau-recrutement-fdb-formation-rabat-149648.html,
"
                                    Chargé Import (H/F) | Bouskoura (Maroc)                                ","
                                    Chargé Import (H/F) | Bouskoura (Maroc)                                ",23/05/2023,05/07/2023,CDI,https://www.rekrute.com/offre-emploi-charge-import-hf-recrutement-foods-and-goods-bouskoura-150171.html,
"
                                    Conseiller Commercial (H/F) | FES (Maroc)                                ","
                                    Conseiller Commercial (H/F) | FES (Maroc)                                ",23/05/2023,23/07/2023,CDI,https://www.rekrute.com/offre-emploi-conseiller-commercial-hf-recrutement-foundever-ex-sitel-group-fes-150856.html,
"
                                    Conseiller Clientèle (H/F) | NADOR (Maroc)                                ","
                                    Conseiller Clientèle (H/F) | NADOR (Maroc)                                ",23/05/2023,23/07/2023,CDI,https://www.rekrute.com/offre-emploi-conseiller-clientele-hf-recrutement-attijariwafa-bank-nador-150876.html,
"
                                    Technical Support Representative (German and English speaking) | Rabat (Maroc)                                ","
                                    Technical Support Representative (German and English speaking) | Rabat (Maroc)                                ",23/05/2023,23/07/2023,CDI,https://www.rekrute.com/offre-emploi-technical-support-representative-german-and-english-speaking-recrutement-hcltech-rabat-150875.html,
"
                                    Change Management Officer | Casablanca (Maroc)                                ","
                                    Change Management Officer | Casablanca (Maroc)                                ",23/05/2023,23/07/2023,CDI,https://www.rekrute.com/offre-emploi-change-management-officer-recrutement-leyton-casablanca-150874.html,
"
                                    Consultant Junior Data & IA | Casablanca (Maroc)                                ","
                                    Consultant Junior Data & IA | Casablanca (Maroc)                                ",23/05/2023,23/07/2023,CDI,https://www.rekrute.com/offre-emploi-consultant-junior-data-ia-recrutement-intelcia-casablanca-150872.html,
"
                                    CONSEILLER COMMERCIAL | Rabat (Maroc)                                ","
                                    CONSEILLER COMMERCIAL | Rabat (Maroc)                                ",23/05/2023,23/07/2023,CDI,https://www.rekrute.com/offre-emploi-conseiller-commercial-recrutement-intelcia-rabat-150871.html,
"
                                    Chef de la Division des Affaires Générales (H/F) | Casablanca (Maroc)                                ","
                                    Chef de la Division des Affaires Générales (H/F) | Casablanca (Maroc)                                ",23/05/2023,23/07/2023,CDI,https://www.rekrute.com/offre-emploi-chef-de-la-division-des-affaires-generales-hf-recrutement-ofppt-casablanca-150869.html,
"
                                    Développeur.NET confirmé H/F | Sala Al Jadida (Maroc)                                ","
                                    Développeur.NET confirmé H/F | Sala Al Jadida (Maroc)                                ",23/05/2023,26/06/2023,CDI,https://www.rekrute.com/offre-emploi-developpeur.net-confirme-hf-recrutement-econocom-maroc-sala-al-jadida-149842.html,
"
                                    Administrateur Système (Linux) H/F | Sala Al Jadida (Maroc)                                ","
                                    Administrateur Système (Linux) H/F | Sala Al Jadida (Maroc)                                ",23/05/2023,09/07/2023,CDI,https://www.rekrute.com/offre-emploi-administrateur-systeme-linux-hf-recrutement-econocom-maroc-sala-al-jadida-150336.html,
"
                                    Technicien Service Desk Germanophone H/F | Sala Al Jadida (Maroc)                                ","
                                    Technicien Service Desk Germanophone H/F | Sala Al Jadida (Maroc)                                ",23/05/2023,03/07/2023,CDI,https://www.rekrute.com/offre-emploi-technicien-service-desk-germanophone-hf-recrutement-econocom-maroc-sala-al-jadida-150074.html,
"
                                    Administrateur Système (Linux) H/F | Sala Al Jadida (Maroc)                                ","
                                    Administrateur Système (Linux) H/F | Sala Al Jadida (Maroc)                                ",23/05/2023,03/07/2023,CDI,https://www.rekrute.com/offre-emploi-administrateur-systeme-linux-hf-recrutement-econocom-maroc-sala-al-jadida-150109.html,
